,Unnamed: 0,name,year,score,voters_count,plot
6651,6651, The Winslow Boy,1999,7.3,9.4K,"Following the theft of a postal order, a 14-year-old cadet is expelled from Naval College. To save the honour of the boy and his family, the pre-eminent barrister of the day is engaged to take on the might of the Admiralty."
6652,6652, The Happy Hooker Goes Hollywood,1980,3.9,1.2K,A prostitute writes a bestseller book about her profession which attracts the attention of a studio executive who attempts to adapt it into a movie. They have a falling off and she decides to make the film on her own despite sabotage.
6653,6653, The Hawaiians,1970,6.1,1.4K,"Captain Whip returns to Hawaii. He's inherited ""worthless"" land. He starts a plantation, staffed with a Chinese couple from his ship. Drilling thru lava for water and stealing/smuggling pineapple from French Guyana, things look brighter."
6654,6654, American Ninja 4: The Annihilation,1990,3.9,5.3K,"The two American Ninjas, Joe Armstrong and Sean Davidson, team up to do battle against a terrorist and his band of Ninjas."
6655,6655, Hakkari'de Bir Mevsim,1983,7.4,1.1K,"A urban Turkish teacher is transferred for political reasons to a backward Kurdish village in the mountains near the Iranian border. He is welcomed with distrust, but during that harsh year the mutual cultural misunderstandings fade away."
6656,6656, New Best Friend,2002,5.2,3.5K,"A North Carolina sheriff investigates the near-fatal drug overdose of an underachieving college girl, and uncovers many sordid details of her life before and during her descent into drugs and debauchery."
6657,6657, Alligator II: The Mutation,1991,3.9,3.1K,A giant alligator makes a city lake his new feeding ground and must be stopped before he breaks out into the surroundings.
6658,6658, Pufnstuf,1970,6.5,1.2K,"From the Land of the Lost producers comes a family comedy filled with mirth, magic and music about a little boy named Jimmy and his fantastic adventures with the dragon H. R. Pufnstuf."
6659,6659, News from Home,1976,7.3,2.8K,"Impersonal and beautiful images of Akerman's life in New York are combined with letters from her loving but manipulative mother, read by Akerman herself."
6660,6660, Shooting Dogs,2005,7.6,12K,A Catholic Priest and an English teacher get stranded in a school in Kigali during the 1994 Rwandan genocide.
6661,6661, Hot to Trot,1988,4.4,3.6K,"An insecure stockbroker teams up with Don the Talking Horse, a chatty four-legged financial advisor."
6662,6662, To Gillian on Her 37th Birthday,1996,5.8,5.1K,"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel."
6663,6663, The Dirt Bike Kid,1985,5.3,1.4K,"When his mother sends Jack off with money to buy groceries, he comes home with a magic supercharged dirt bike instead. His mother is furious, but when Jack uses the magic bike to save the local hot dog stand from the clutches of corrupt big business, he becomes the town hero."
6664,6664, Romero,1989,7.1,2.4K,"The life and work of Archbishop Oscar Romero who opposed, at great personal risk, the tyrannical repression in El Salvador."
6665,6665, Blue,1993,7.3,2.7K,"In his final - and most daring - cinematic statement, Jarman the romantic meets Jarman the iconoclast in a lush soundscape pulsing against a purely blue screen, laying bare his physical and spiritual state."
6666,6666, Private Parts,1972,6.4,1.9K,"Young Cheryl moves into her estranged aunt Martha's rundown King Edward Hotel. One of its offbeat residents, disturbed photographer George, takes special interest in her. Cheryl begins suspecting that a resident was murdered."
6667,6667, Mr. & Mrs. Bridge,1990,6.6,3.5K,"Set during World War II, an upper-class family begins to fall apart due to the conservative nature of the patriarch and the progressive values of his children."
6668,6668, The Corporation,2003,8.0,22K,Documentary that looks at the concept of the corporation throughout recent history up to its present-day dominance.
6669,6669, Turk 182,1985,5.9,4.1K,"Jimmy Lynch is angry because his older brother, who was injured as a result of an off duty fire rescue, is denied benefits by the city."
6670,6670, Sinbad of the Seven Seas,1989,4.3,1.8K,"Sinbad and his shipmates aid a young prince, who must battle an evil wizard to gain the hand of a beautiful princess."
6671,6671, One Dark Night,1982,5.6,3.7K,"As part of an initiation into a club called the Sisters, a young girl must spend the night in a mausoleum."
6672,6672, In the Soup,1992,7.1,4.3K,"New Yorker Adolpho Rollo is your classic head-movie auteur. In his mind, he's creating deathless classics of the screen. Back in the real world, he can't pay the rent on the downtown flophouse he calls home."
6673,6673, Moonlighting,1982,7.3,3.5K,"Nowak (Irons), a Polish contractor, leads a group of workmen to London so they can provide cheap labor for a government official based there. Nowak must manage the project and the men as they encounter the temptations of the West and loneliness and separation from their families. Nowak is the only one of the group who speaks English, and he uses this as a tool over his team. When the unrest in Poland leads to a military takeover, Nowak is faced with a much more difficult situation than he expected."
6674,6674, This Girl's Life,2003,5.6,3K,"A ""slice of life"" take on the life of international porn celebrity, Moon, and her musings on modern life, love, and loss."
6675,6675, Werewolf Woman,1976,5.0,1.4K,A woman has dreams that she is a werewolf so she goes out and finds men. She proceeds to have sex with them and then rip their throats out with her teeth. She eventually falls in love but then she is raped and her lover is murdered so she goes out for revenge.
6676,6676, Autopsy,1975,5.9,1.9K,"A young pathology doctor interning in a morgue tries to cope with a wave of suicides. A woman she just met kills herself, but she suspects someone close to her might have killed her."
6677,6677, The Real Blonde,1997,6.0,4.3K,"Joe and Mary live in Manhattan. She's the breadwinner, working as makeup artist. He's a wannabe actor working as waiter. When a friend gets a soap part ($3600/wk), Joe lowers his standard."
6678,6678, The Alien Factor,1978,3.9,1.3K,"A science ship with three dangerous specimens collected from around the universe crash lands on Earth. A mysterious stranger named ""Ben Zachary"" shows up claiming to be able to save the day. Can he do what he claims?"
6679,6679, Housekeeping,1987,7.2,2.9K,"After their mother commits suicide, two sisters end up living with their kind but peculiar aunt in their grandmother's old house in a small 1950s town."
6680,6680, Charlie Chan and the Curse of the Dragon Queen,1981,4.0,1.4K,"Detective Charlie Chan helps SFPD solve the many bizarre murders. His clumsy grandson Lee, who's getting married, ""helps"" him. Is the Dragon Queen behind this?"
6681,6681, Conversations with Other Women,2005,6.9,13K,"When a man and woman flirt with each other at a wedding reception, the sexual tension seems spontaneous. As they break from the party to a hotel room, the flirtation turns into a night filled with passion and remorse."
6682,6682, Basket Case 3,1991,4.8,4.1K,Duane recovers from his delusional breakdown to find his freakish basket-bound brother Belial will soon become a father. But not everything is joyous as the once tight knit brothers no longer seem to trust each other.
6683,6683, Slim Susie,2003,6.9,10K,A young man returns to his hometown to look for his missing sister.
6684,6684, Beyond the Limit,1983,5.7,1.5K,"During the Dirty War, a half-English doctor in Argentina befriends the police, the rebels and the alcoholic Honorary British Consul, whose Latino wife he seduces. When the consul is mistakenly kidnapped by the rebels, he must pick a side."
6685,6685, Demons of the Mind,1972,5.3,1.8K,"A physician discovers that two children are being kept virtually imprisoned in their house by their father. He investigates, and discovers a web of sex, incest, and Satanic possession."
6686,6686, Raggedy Ann & Andy: A Musical Adventure,1976,6.7,1.1K,"Raggedy Ann and Andy leave their playroom to rescue Babette, a beautiful French doll kidnapped by pirates."
6687,6687, Wizards of the Lost Kingdom,1985,2.8,2K,When evil screams throughout the world. When all the galaxies converge. When all that's fair and fine seems lost. A Hero will emerge.
6688,6688, Times Square,1980,6.6,2K,Two ill-matched teenage girls form a punk band and soon have New York City by its ears.
6689,6689, Walking and Talking,1996,6.7,3.9K,"Just as Amelia thinks she's over her anxiety and insecurity, her best friend announces her engagement, bringing her anxiety and insecurity right back."
6690,6690, The Wizard of Gore,1970,5.2,4K,A TV talk-show hostess and her boyfriend investigate a shady magician who has the ability to hypnotize and control the thoughts of people in order to stage gory on-stage illusions using his powers of mind bending.
6691,6691, The Demoniacs,1974,5.1,1.5K,"A gang of pirates rape the two sole survivors of a ship wreck. The violated girls are rescued by the strange inhabitants of a supposedly haunted island, where they are granted supernatural powers to strike revenge against the pirates."
6692,6692, Blood Beach,1980,4.5,2.8K,"Something is attacking and killing people on the beach. David and Mariana, old friends, search for clues where they played as kids to uncover the mysterious creature."
